ID   Time    N0      N1        N2         D0       D1          C       L
265 |26.5|794.373|1496.72 |358.904    |96.5996|31.8236   |32.9438  |70.0237
266 |26.6|794.772|1503.15 |362.082    |96.648 |31.9602   |33.0686  |70.1214
267 |26.7|795.165|1509.56 |365.275    |96.6959|32.0965   |33.1933  |70.2185
268 |26.8|795.554|1515.96 |368.481    |96.7432|32.2327   |33.3178  |70.3151
269 |26.9|795.939|1522.36 |371.701    |96.7899|32.3687   |33.4422  |70.4112
270 |27  |796.318|1528.75 |374.935    |96.8361|32.5045   |33.5665  |70.5067
271 |27.1|796.693|1535.13 |378.182    |96.8817|32.6401   |33.6907  |70.6017
272 |27.2|797.064|1541.49 |381.442    |96.9267|32.7755   |33.8147  |70.6962
273 |27.3|797.43 |1547.85 |384.716    |96.9713|32.9108   |33.9387  |70.7901
274 |27.4|797.791|1554.2  |388.004    |97.0152|33.0458   |34.0625  |70.8835
275 |27.5|798.149|1560.55 |391.305    |97.0587|33.1806   |34.1862  |70.9764
276 |27.6|798.501|1566.88 |394.619    |97.1016|33.3153   |34.3097  |71.0688
277 |27.7|798.85 |1573.2  |397.947    |97.144 |33.4497   |34.4331  |71.1606
278 |27.8|799.195|1579.52 |401.289    |97.1859|33.584    |34.5564  |71.252
279 |27.9|799.535|1585.82 |404.644    |97.2272|33.718    |34.6796  |71.3428
280 |28  |799.871|1592.12 |408.012    |97.2681|33.8519   |34.8027  |71.4332
281 |28.1|800.203|1598.4  |411.393    |97.3085|33.9855   |34.9256  |71.523
282 |28.2|800.531|1604.68 |414.788    |97.3484|34.119    |35.0484  |71.6124
283 |28.3|800.855|1610.95 |418.197    |97.3878|34.2523   |35.171   |71.7012
284 |28.4|801.175|1617.21 |421.618    |97.4268|34.3853   |35.2935  |71.7896
285 |28.5|801.492|1623.46 |425.053    |97.4652|34.5182   |35.4159  |71.8775
286 |28.6|801.804|1629.69 |428.501    |97.5032|34.6509   |35.5382  |71.9649
287 |28.7|802.113|1635.92 |431.963    |97.5408|34.7833   |35.6603  |72.0518
288 |28.8|802.418|1642.14 |435.437    |97.5778|34.9156   |35.7823  |72.1383
289 |28.9|802.719|1648.36 |438.925    |97.6145|35.0476   |35.9041  |72.2242
290 |29  |803.017|1654.56 |442.426    |97.6507|35.1795   |36.0259  |72.3098
291 |29.1|803.311|1660.75 |445.94     |97.6864|35.3111   |36.1474  |72.3948
292 |29.2|803.601|1666.93 |449.468    |97.7218|35.4426   |36.2689  |72.4794
293 |29.3|803.888|1673.1  |453.008    |97.7567|35.5738   |36.3902  |72.5635
294 |29.4|804.172|1679.27 |456.562    |97.7912|35.7049   |36.5113  |72.6472
295 |29.5|804.452|1685.42 |460.129    |97.8252|35.8357   |36.6324  |72.7304
296 |29.6|804.729|1691.56 |463.708    |97.8589|35.9663   |36.7533  |72.8132
297 |29.7|805.002|1697.7  |467.301    |97.8921|36.0967   |36.874   |72.8955
298 |29.8|805.272|1703.82 |470.907    |97.925 |36.2269   |36.9946  |72.9774
299 |29.9|805.539|1709.94 |474.526    |97.9574|36.357    |37.1151  |73.0589
300 |30  |805.803|1716.04 |478.158    |97.9894|36.4867   |37.2354  |73.1399
301 |30.1|806.063|1722.13 |481.803    |98.0211|36.6163   |37.3556  |73.2205
302 |30.2|806.32 |1728.22 |485.46     |98.0524|36.7457   |37.4756  |73.3007
303 |30.3|806.574|1734.29 |489.131    |98.0833|36.8749   |37.5955  |73.3804
304 |30.4|806.826|1740.36 |492.815    |98.1138|37.0039   |37.7152  |73.4597
305 |30.5|807.074|1746.42 |496.511    |98.144 |37.1326   |37.8348  |73.5386
306 |30.6|807.319|1752.46 |500.22     |98.1738|37.2612   |37.9543  |73.617
307 |30.7|807.561|1758.5  |503.942    |98.2032|37.3895   |38.0736  |73.6951
308 |30.8|807.8  |1764.52 |507.677    |98.2323|37.5176   |38.1927  |73.7727
309 |30.9|808.036|1770.54 |511.425    |98.261 |37.6455   |38.3117  |73.85
310 |31  |808.269|1776.54 |515.186    |98.2894|37.7732   |38.4306  |73.9268
311 |31.1|808.5  |1782.54 |518.959    |98.3175|37.9007   |38.5493  |74.0032
312 |31.2|808.728|1788.53 |522.745    |98.3452|38.028    |38.6679  |74.0792
313 |31.3|808.953|1794.5  |526.544    |98.3725|38.1551   |38.7863  |74.1549
314 |31.4|809.175|1800.47 |530.355    |98.3996|38.2819   |38.9046  |74.2301
